modeldate,state,pct_estimate
9/15/2020,Washington,33.31179
8/7/2020,Washington,33.31217
8/8/2020,Washington,33.31217
8/3/2020,Washington,33.31224
8/16/2020,Washington,33.31454
8/30/2020,Washington,33.31524
3/27/2020,California,33.31629
3/26/2020,California,33.31629
8/2/2020,Washington,33.31712
9/20/2020,ME-1,33.31725
9/17/2020,Washington,33.31799
9/13/2020,Washington,33.31807
7/31/2020,Washington,33.31897
8/1/2020,Washington,33.31897
8/19/2020,Washington,33.31958
9/9/2020,Washington,33.31982
9/14/2020,Washington,33.320640000000004
8/26/2020,Washington,33.32124
8/27/2020,Washington,33.32165
3/18/2020,California,33.32288
3/17/2020,California,33.32288
8/20/2020,Washington,33.32291
8/11/2020,Washington,33.32309
7/28/2020,Washington,33.32504
9/2/2020,Washington,33.32607
9/18/2020,Washington,33.327290000000005
9/1/2020,Washington,33.32745
8/24/2020,Washington,33.32809
9/19/2020,Washington,33.32918
9/20/2020,Washington,33.33037
7/29/2020,Washington,33.331579999999995
9/16/2020,Washington,33.332440000000005
9/12/2020,Washington,33.33275
9/10/2020,Washington,33.33296
9/8/2020,Washington,33.33307
9/4/2020,Washington,33.33363
9/5/2020,Washington,33.33372
8/18/2020,Washington,33.335679999999996
8/17/2020,Washington,33.335840000000005
7/30/2020,Washington,33.3371
8/21/2020,Washington,33.33812
8/31/2020,Washington,33.33825
9/6/2020,Washington,33.339859999999994
9/3/2020,Washington,33.3401
9/21/2020,Washington,33.340740000000004
8/25/2020,Washington,33.341359999999995
9/7/2020,Washington,33.34195
9/11/2020,Washington,33.35168
3/23/2020,California,33.35315
8/28/2020,Washington,33.357490000000006
10/16/2020,Delaware,33.363209999999995
10/15/2020,Delaware,33.40272
5/21/2020,New York,33.43244
5/22/2020,New York,33.43523
5/26/2020,New York,33.44532
8/22/2020,New York,33.44635
5/27/2020,New York,33.453
5/25/2020,New York,33.45384
5/24/2020,New York,33.45384
5/23/2020,New York,33.4543
7/2/2020,New York,33.4622
